0,1,2,3,4,5,6,7,8
6,6,19,1,7,0,4,48,3
0,7,10,3,17,0,17,1,1
1,4,12,3,17,0,16,1,1
2,5,26,1,17,5,17,4,1
0,5,12,1,17,5,17,1,1
0,5,12,1,17,1,16,38,1
12,14,12,4,3,3,0,53,29
12,9,26,0,1,1,0,50,30
0,5,12,1,17,1,17,10,1
0,5,26,3,17,5,17,2,1
8,4,12,3,17,0,17,2,1
1,5,13,1,17,0,14,4,1
0,4,12,3,17,0,17,22,1
0,3,12,3,17,5,17,1,1
0,4,6,1,17,5,17,4,1
1,5,9,1,17,6,16,1,1
2,5,11,4,17,0,17,2,1
8,7,0,4,17,0,17,2,1
0,6,10,1,17,4,17,1,1
6,12,19,4,14,6,4,30,3
2,5,9,4,17,1,10,37,1
0,7,12,3,17,0,17,32,1
0,5,9,3,17,5,17,10,1
1,6,13,3,17,0,11,1,1
12,7,23,1,19,6,0,54,30
1,5,10,3,17,3,17,1,1
1,4,6,3,17,0,17,31,1
0,5,2,0,17,0,17,26,1
1,5,12,4,17,5,16,13,1
8,7,9,3,17,5,17,12,1
0,6,12,1,17,0,16,24,1
6,5,19,1,14,3,3,50,3
2,5,12,4,17,0,17,37,1
8,5,9,3,17,0,17,6,1
9,9,11,1,19,5,0,53,28
2,5,12,1,17,1,17,1,1
0,6,23,3,17,5,17,1,1
0,7,10,1,17,0,17,2,1
6,12,19,1,13,6,6,39,12
0,6,6,4,17,6,17,10,1
8,5,12,4,17,0,17,2,1
0,5,10,2,17,1,17,13,1
6,12,19,1,15,5,7,44,18
6,12,19,1,14,1,3,14,20
0,6,12,1,17,3,16,1,1
1,5,9,4,17,1,17,2,1
1,8,12,1,17,1,17,1,1
5,3,19,1,15,1,4,21,22
0,5,12,1,17,5,17,1,1
1,4,13,3,17,0,17,5,1
2,4,12,3,17,0,10,1,1
1,5,12,2,17,6,17,2,1
0,4,12,3,17,5,16,32,1
1,5,12,3,17,0,17,43,1
1,4,5,1,17,5,17,1,1
0,5,27,3,17,6,17,1,1
1,7,5,3,17,6,17,47,1
6,4,20,4,6,2,4,20,3
8,4,12,3,17,5,17,1,1
6,8,19,2,5,0,5,40,26
12,10,26,0,19,5,0,43,30
0,5,10,1,17,5,17,1,1
12,4,12,4,18,1,0,5,26
1,6,12,3,17,3,17,11,1
6,7,19,1,13,0,3,26,3
2,7,12,3,17,6,17,8,1
7,4,12,3,17,0,17,1,1
6,14,19,4,5,3,4,27,22
0,5,12,3,17,5,17,1,1
6,12,19,1,15,2,6,18,21
0,5,12,3,17,0,17,1,1
0,4,12,3,17,1,17,1,1
5,12,19,1,15,0,6,41,12
0,7,22,2,17,0,16,10,1
1,3,12,1,4,0,17,1,1
1,4,6,3,17,6,17,1,1
0,7,12,2,17,0,17,10,1
5,12,19,4,13,2,3,32,3
0,4,12,4,17,5,17,26,1
0,6,12,3,17,0,17,6,1
0,5,12,2,17,0,17,5,1
1,7,15,1,17,4,17,10,1
1,7,9,3,17,0,17,26,1
0,4,12,2,17,3,14,2,1
0,4,12,2,17,5,17,43,1
6,12,20,4,13,0,4,16,4
2,5,10,3,17,5,12,1,1
0,7,9,1,17,5,17,1,1
0,7,12,3,17,5,17,1,1
8,8,12,3,17,1,17,38,1
0,3,24,3,17,6,17,1,1
0,6,10,1,17,3,17,1,1
1,6,12,2,17,0,17,13,1
1,3,12,1,17,5,17,26,1
1,7,13,3,17,5,17,5,1
6,12,20,1,14,3,5,23,28
0,5,23,1,17,0,17,1,1
6,9,19,1,15,0,3,45,22
0,5,12,1,17,3,17,4,1
0,5,12,2,17,1,8,2,1
0,6,12,2,17,5,17,1,1
0,4,12,2,17,5,16,1,1
6,8,1,1,15,3,4,15,14
1,4,26,3,17,0,17,1,1
0,4,12,1,17,0,16,2,1
6,12,19,1,5,1,3,42,22
1,8,12,2,17,0,17,2,1
0,5,10,2,17,0,16,1,1
0,5,12,1,17,5,17,1,1
2,4,12,2,17,4,17,1,1
2,4,12,3,17,0,10,10,1
0,7,12,1,17,0,17,1,1
6,12,19,3,14,1,6,52,10
0,6,12,3,17,6,17,1,1
0,4,10,1,17,6,17,10,1
0,4,12,3,17,5,17,5,1
10,14,11,2,19,4,0,51,33
0,4,12,1,17,0,17,1,1
2,4,12,3,17,0,16,1,1
0,5,9,4,17,6,17,1,1
0,6,12,1,17,5,17,1,15
0,8,12,1,17,5,17,1,1
8,6,9,4,17,5,17,1,1
6,12,17,2,15,2,6,44,3
1,6,15,3,17,5,17,10,1
8,4,18,3,17,5,10,26,1
6,4,19,4,13,4,3,17,23
0,6,24,3,17,0,17,21,1
6,12,3,2,14,3,6,46,26
0,5,12,1,17,0,17,2,1
0,7,15,3,17,5,16,6,1
6,12,19,1,15,0,5,29,26
1,6,9,3,17,6,17,1,1
0,5,12,1,17,6,16,2,1
0,8,9,3,17,3,16,2,1
5,12,19,1,15,1,3,22,23
6,9,19,4,14,1,3,50,26
6,12,19,1,5,6,3,20,19
12,14,13,1,19,5,0,2,29
8,7,12,4,17,5,17,10,1
6,12,19,1,13,2,3,23,10
12,9,12,2,19,5,0,8,30
6,12,21,2,6,5,3,20,8
0,7,12,3,17,0,17,1,1
1,5,14,2,17,5,17,49,1
2,4,9,3,17,3,16,27,1
0,4,12,1,17,0,17,4,1
1,5,12,3,17,5,17,10,1
6,8,21,1,0,5,3,32,7
0,6,12,3,17,6,17,2,1
0,4,0,3,17,0,17,1,1
0,6,25,3,17,0,17,26,1
0,6,25,3,17,6,17,1,1
1,5,12,3,17,0,9,12,1
8,4,15,3,17,0,17,15,1
2,5,9,1,17,5,17,4,1
0,5,12,3,17,1,16,1,1
1,5,11,3,17,5,17,1,1
0,5,12,3,17,3,17,4,1
0,6,24,1,17,0,12,1,1
0,5,10,3,17,3,17,1,1
1,7,26,1,17,5,16,10,1
1,6,12,1,17,0,17,1,1
0,4,12,3,17,0,12,2,1
1,5,9,1,17,3,16,1,1
1,5,13,2,17,3,17,1,1
0,7,6,3,17,6,17,1,1
0,7,14,4,17,6,17,26,1
8,5,10,2,17,5,17,1,1
1,4,12,3,17,0,17,2,1
3,3,6,1,17,5,17,37,1
10,13,18,0,19,1,0,51,30
0,3,13,3,17,0,17,32,1
0,5,12,3,17,5,17,1,1
3,4,12,2,17,0,17,1,1
0,4,12,1,17,6,17,1,1
0,4,2,3,17,5,17,10,1
1,5,12,4,17,5,17,1,1
0,5,26,1,17,0,16,1,1
0,8,9,3,17,0,17,1,1
0,5,12,0,17,0,17,10,1
0,7,12,4,17,0,17,10,1
2,8,27,3,17,5,17,2,1
0,5,27,1,17,0,17,1,1
10,1,24,1,19,4,0,52,28
12,5,23,1,21,0,0,50,24
0,4,12,1,17,6,17,1,1
1,7,10,3,17,0,10,6,1
0,5,17,1,17,0,17,5,1
0,5,9,1,17,5,17,29,1
6,8,1,4,13,4,4,48,20
2,7,12,1,17,5,17,5,1
0,8,23,3,17,5,17,37,1
2,3,26,1,17,0,17,5,1
1,5,26,3,17,1,16,21,1
6,12,19,4,1,0,6,21,20
0,5,13,3,17,3,17,1,1
2,5,12,3,17,6,17,1,1
1,4,9,3,17,5,17,1,1
8,5,9,3,17,0,17,37,1
0,8,12,2,17,5,17,1,1
0,7,27,3,17,0,13,6,1
0,5,6,4,17,5,17,1,1
8,5,27,1,17,0,17,45,1
2,4,15,1,17,5,17,1,1
0,5,2,2,17,5,17,10,1
1,5,11,3,17,5,17,1,1
0,5,13,4,17,3,17,1,1
0,8,12,1,17,0,17,1,1
6,9,19,1,15,5,3,36,3
6,4,20,3,15,2,4,17,4
1,4,12,3,17,5,17,10,1
12,9,23,1,1,1,0,52,30
0,7,27,1,17,6,17,1,1
0,4,10,4,17,5,16,5,1
1,5,12,2,17,6,17,3,1
0,5,6,1,17,6,16,45,1
6,6,19,1,15,1,6,45,26
1,5,12,3,17,0,17,5,1
6,12,1,3,13,5,3,29,26
0,5,13,1,17,5,17,1,1
8,6,12,4,17,5,17,13,1
8,6,12,1,17,5,17,5,1
0,5,14,4,17,0,17,1,1
0,4,12,4,17,1,17,10,1
0,7,9,1,17,0,17,2,1
0,3,6,0,17,0,17,1,1
0,8,12,2,17,3,17,1,1
0,8,24,3,17,5,17,26,1
0,7,12,3,17,0,12,1,1
6,6,19,1,15,3,6,38,3
12,4,23,1,19,5,0,50,25
1,4,12,2,17,6,17,1,1
1,4,9,3,17,1,17,24,1
1,6,14,4,17,0,17,23,1
0,5,12,3,17,6,17,2,1
2,5,12,4,17,6,18,16,1
0,6,10,3,17,5,17,8,1
12,9,11,1,19,6,0,3,27
1,6,12,4,17,5,17,43,1
0,5,12,3,17,0,17,13,1
1,6,12,1,17,1,13,1,1
0,5,12,3,17,5,17,1,1
0,4,12,3,17,0,17,1,1
10,9,1,4,21,6,0,43,25
1,3,9,4,17,3,16,10,1
0,6,5,1,17,0,17,1,1
2,8,12,3,17,0,17,2,1
1,6,9,3,17,0,17,10,1
1,5,10,3,17,5,17,2,1
2,8,12,2,17,5,17,4,1
6,8,10,4,13,1,3,29,11
1,4,23,3,17,5,17,1,1
6,3,19,1,2,6,3,45,0
0,5,12,1,17,0,17,34,1
8,5,12,4,17,0,16,1,1
0,7,12,3,17,3,17,3,1
2,5,12,4,17,5,17,5,1
2,6,13,1,17,5,17,1,1
6,12,19,4,15,5,4,38,26
2,4,23,3,17,3,17,4,1
1,5,6,1,17,0,17,1,1
0,4,13,3,17,0,17,1,1
0,4,11,3,17,0,12,10,1
0,5,11,3,17,0,17,2,1
1,4,12,3,17,0,17,32,1
1,4,9,4,17,6,17,45,1
2,5,12,3,17,5,17,1,1
1,5,6,1,17,0,17,10,1
6,12,17,1,5,6,3,52,17
0,7,12,2,17,6,16,1,1
5,12,20,1,16,6,3,29,3
1,7,9,1,17,5,17,1,1
0,5,10,4,17,0,17,1,1
6,12,1,1,14,6,4,18,20
1,5,12,3,17,3,17,26,1
2,6,12,1,17,5,17,2,1
2,3,12,1,17,0,17,2,1
1,5,12,3,17,5,17,2,1
1,5,12,1,17,0,17,1,1
1,5,12,4,17,0,17,10,1
12,3,10,1,19,6,0,44,29
0,6,10,3,17,6,17,1,1
12,14,11,2,0,4,0,7,30
12,14,23,1,4,6,0,39,27
0,5,12,4,17,0,17,6,1
0,5,10,0,17,1,17,1,1
6,12,19,1,13,5,3,28,3
0,5,10,3,17,3,17,2,1
1,5,12,3,17,3,17,2,1
2,5,12,3,17,5,17,1,1
6,12,19,3,2,2,3,17,8
1,5,9,3,17,1,17,1,1
0,4,9,4,17,3,17,4,1
1,7,4,3,17,0,17,18,1
2,6,16,1,17,6,17,10,1
6,12,17,1,2,5,6,23,3
5,9,17,1,15,5,3,25,28
0,5,12,1,17,0,17,1,1
8,5,12,1,17,0,10,1,1
5,12,19,1,7,4,4,21,4
0,4,9,1,17,1,17,1,1
0,6,6,3,17,0,17,26,1
0,6,12,2,17,1,17,1,1
8,6,24,4,17,0,17,32,1
6,12,21,3,15,1,6,52,19
0,7,26,3,17,0,17,8,1
10,7,20,1,19,6,0,35,27
0,5,13,3,17,0,14,1,1
0,5,6,1,17,5,17,10,1
10,9,14,1,8,6,0,51,27
2,4,10,4,17,5,17,1,1
1,7,12,1,17,6,17,37,1
1,4,6,1,17,0,17,28,1
1,5,9,2,17,0,17,8,1
0,5,2,3,17,5,10,10,1
0,5,10,3,17,2,17,1,1
0,5,12,3,17,1,17,12,1
0,4,15,1,17,0,17,2,1
2,5,12,3,17,0,17,10,1
1,5,9,1,17,3,17,8,1
0,5,12,3,17,0,17,23,1
0,6,24,3,17,5,17,1,1
0,5,9,4,17,6,17,2,1
0,4,12,3,17,0,17,45,1
0,5,13,3,17,0,17,26,1
8,4,14,1,17,5,16,1,1
0,6,12,3,17,0,16,4,1
0,4,12,1,17,5,13,1,1
0,5,14,1,17,0,17,1,1
0,6,9,1,17,6,17,5,1
4,12,19,1,15,3,3,30,23
1,5,11,1,17,5,17,13,1
2,7,11,3,17,5,17,1,1
0,6,9,2,17,0,17,34,1
1,5,12,2,17,0,10,5,1
6,5,9,3,16,0,2,24,13
1,5,11,1,17,2,17,1,1
0,5,9,2,17,0,17,4,1
1,5,0,1,17,5,17,1,1
0,5,9,1,17,6,17,2,1
0,4,13,1,17,0,16,1,1
0,4,10,3,17,0,17,1,1
0,5,2,3,17,0,17,10,1
0,4,13,2,17,3,16,33,1
2,6,9,1,17,6,17,6,1
0,5,12,3,17,0,17,13,1
8,5,10,2,17,5,17,10,1
10,14,11,1,0,4,0,53,6
4,12,19,1,4,0,3,20,24
6,10,19,4,2,0,4,48,17
8,5,12,3,17,0,17,1,1
1,5,12,2,17,0,16,1,1
1,4,12,3,17,5,17,8,1
5,0,6,4,1,1,3,48,21
0,4,12,1,17,0,16,4,1
1,7,12,1,17,1,17,10,1
12,9,11,1,8,6,0,5,29
0,5,12,3,17,5,17,8,1
0,5,23,2,17,0,10,8,1
3,5,12,3,17,6,17,10,22
0,4,10,3,17,6,11,1,1
6,5,19,0,2,2,2,42,26
6,4,10,4,6,0,6,13,26
6,12,19,3,15,6,3,44,3
0,6,9,3,17,5,17,1,1
0,5,9,4,17,1,17,6,1
0,6,9,3,17,0,17,45,10
0,5,12,1,17,0,17,8,1
0,6,9,3,17,0,17,12,1
0,8,12,3,17,1,16,1,1
1,6,23,1,17,0,17,1,1
0,4,12,1,17,6,17,1,1
0,8,12,3,17,5,17,7,1
0,4,14,1,17,1,17,12,1
2,5,26,1,17,0,17,1,1
0,4,12,3,17,0,17,3,1
12,13,14,1,19,6,0,7,29
12,1,23,1,19,1,0,39,30
5,12,19,1,13,2,4,22,10
1,6,13,1,17,0,16,10,1
0,6,2,2,17,5,12,10,1
6,12,19,4,0,1,3,29,28
0,5,24,3,17,6,17,38,1
0,6,26,3,17,5,17,45,1
1,6,27,3,17,0,17,1,1
0,5,12,3,17,3,16,26,1
0,4,12,3,17,0,17,27,1
0,5,12,1,17,5,16,1,1
0,5,26,1,17,0,17,10,1
0,5,12,4,17,3,17,1,1
0,4,12,3,17,5,17,1,1
12,9,11,1,19,1,0,26,30
0,5,12,1,17,5,16,12,1
2,7,27,2,17,5,17,13,1
6,12,19,2,5,6,5,44,3
1,8,6,3,17,1,17,8,1
0,7,12,1,17,6,16,2,1
6,3,17,4,15,5,3,41,20
0,5,12,3,17,5,17,5,1
6,12,19,1,5,2,4,42,22
0,6,12,4,17,0,17,1,1
0,8,12,4,17,0,16,1,1
1,4,13,1,17,0,17,1,1
6,12,19,1,9,3,3,22,3
0,6,14,3,17,6,17,1,1
0,5,12,2,17,0,17,8,1
0,8,9,3,17,6,17,37,1
0,5,0,1,17,4,17,22,1
0,5,14,3,17,6,17,1,1
0,5,12,4,17,3,17,10,1
3,12,19,1,14,1,3,35,14
0,5,12,1,17,1,17,10,1
0,8,12,3,17,5,17,1,1
1,3,12,3,17,0,17,1,1
6,3,19,1,15,4,3,39,12
1,4,12,3,17,0,17,43,1
1,5,12,3,17,6,17,1,1
5,9,21,4,6,0,4,28,23
4,12,16,4,15,5,6,27,11
0,5,11,1,17,5,17,6,1
6,8,19,1,15,4,4,37,14
0,8,12,1,17,0,17,2,1
10,14,24,1,19,5,0,44,27
0,8,12,3,17,5,17,1,1
0,5,5,4,17,1,17,1,1
1,4,12,2,17,6,17,13,1
12,4,12,0,19,6,0,53,30
6,5,19,0,6,6,4,29,24
1,5,9,3,17,0,17,10,1
10,10,11,1,19,6,0,31,25
1,3,12,1,17,5,17,6,1
1,5,12,3,17,5,17,1,1
0,6,12,3,17,0,17,1,1
0,8,13,4,17,5,17,1,1
0,7,10,1,17,0,17,2,1
1,6,12,1,17,5,17,1,1
0,5,12,1,17,6,17,1,1
6,12,19,1,14,6,4,44,8
0,7,23,1,17,0,17,9,1
1,4,13,4,17,0,16,2,1
1,6,12,3,17,6,17,22,1
12,4,14,1,0,2,0,47,27
0,5,24,1,17,0,17,3,1
5,12,19,4,14,1,5,30,22
0,5,12,2,17,6,17,1,1
6,12,1,2,13,5,4,18,21
0,7,12,3,17,0,17,4,1
6,12,21,1,6,6,3,22,28
1,5,26,3,17,0,17,38,1
0,8,9,3,17,0,17,1,1
2,4,14,1,17,0,17,1,22
12,7,23,1,20,6,0,3,29
0,4,6,1,17,1,18,1,1
12,14,20,1,19,4,0,51,30
6,5,21,4,7,1,6,34,14
5,12,9,1,6,0,6,48,3
8,6,12,1,17,6,17,4,1
0,8,26,3,17,0,17,7,1
0,8,12,4,17,0,17,10,1
1,8,24,3,17,3,17,2,1
0,4,6,4,17,0,17,5,1
6,5,19,1,5,3,5,45,9
0,4,27,3,17,6,17,1,1
0,7,12,1,17,0,17,1,1
0,5,12,2,17,0,17,1,1
12,7,23,1,3,4,0,8,26
1,6,11,4,17,3,16,1,1
8,4,13,3,17,5,17,1,1
0,4,12,1,17,5,17,10,1
0,5,12,3,17,0,17,1,1
0,4,9,4,17,0,17,1,1
1,5,11,3,17,6,17,1,1
1,4,0,3,17,5,17,1,1
6,12,21,1,14,2,6,34,21
0,7,12,3,17,6,16,1,1
1,4,9,3,17,0,16,1,1
0,7,27,3,17,5,17,7,1
6,12,20,1,20,3,6,21,21
1,5,11,2,17,5,17,1,1
0,7,24,3,17,2,17,12,1
2,4,12,2,17,0,17,37,1
0,6,12,1,17,5,18,4,1
0,8,26,3,17,5,17,1,1
0,5,9,1,17,0,17,1,1
0,5,12,1,17,5,17,1,1
1,4,12,2,17,0,17,1,1
0,4,12,3,17,5,11,6,1
0,4,2,3,17,0,17,10,1
6,12,19,3,5,6,6,44,22
2,4,6,3,17,1,17,1,1
1,4,12,3,17,5,17,6,1
1,6,9,1,17,5,18,10,1
2,6,12,3,17,5,17,2,1
0,6,15,4,17,3,17,1,1
1,3,12,3,17,5,17,1,1
0,8,12,1,17,5,17,10,1
1,4,12,3,17,5,17,8,1
0,5,28,1,17,5,17,1,1
0,5,10,1,17,0,17,1,1
0,4,12,3,17,5,17,1,1
1,4,10,1,17,5,17,10,1
1,7,14,3,17,5,17,1,1
8,5,13,3,17,5,17,1,1
0,8,10,3,17,5,16,34,1
0,3,12,0,17,5,17,5,1
0,5,12,1,17,5,16,8,1
10,14,11,4,12,6,0,47,30
10,14,13,1,5,4,0,44,29
0,6,12,1,17,0,17,16,1
0,6,12,3,17,5,17,10,1
8,5,11,1,17,0,16,2,1
0,6,12,1,17,0,14,1,1
6,12,19,1,15,3,3,48,13
2,5,6,3,17,3,17,5,1
0,6,11,3,17,0,17,6,1
0,5,12,1,17,5,17,1,1
0,6,4,0,17,0,17,1,1
10,13,11,0,20,6,0,35,27
0,5,10,2,17,0,17,10,1
12,9,24,1,6,6,0,51,30
0,7,12,3,17,3,17,25,1
0,5,9,2,17,3,17,8,1
0,5,10,3,17,5,17,10,1
6,3,19,1,13,0,6,21,10
6,0,19,1,12,3,3,52,20
6,12,19,3,15,5,6,32,8
1,6,27,4,17,0,17,1,1
1,5,12,1,17,2,17,2,1
1,5,12,1,17,0,17,17,1
1,4,9,1,17,0,17,1,1
6,12,20,1,16,5,6,52,26
0,7,12,3,17,5,17,1,1
0,6,9,4,17,0,16,13,1
0,6,12,3,17,0,14,1,1
0,5,11,1,17,5,17,1,1
6,12,19,3,15,4,5,44,21
1,5,14,3,17,0,17,8,1
1,4,24,2,17,0,17,1,1
6,12,1,1,7,6,3,45,20
1,5,9,4,17,5,17,1,1
6,12,21,1,1,6,3,44,3
1,5,15,3,17,0,17,1,1
6,12,19,4,14,3,3,51,3
0,5,9,3,17,0,17,26,1
6,12,17,1,15,1,5,20,22
0,5,9,1,17,0,17,1,1
8,6,12,3,17,0,16,1,1
1,4,12,1,17,0,17,2,1
0,8,12,1,17,5,17,1,1
1,5,25,1,17,3,17,10,1
0,3,27,1,17,1,16,1,1
6,8,20,1,13,5,3,29,22
2,5,12,2,17,6,17,4,1
12,14,12,0,14,6,0,52,30
0,5,13,3,17,5,17,1,1
6,12,9,4,14,1,3,17,22
8,6,23,2,17,6,17,45,1
0,6,10,1,17,0,17,1,1
0,5,10,1,17,6,17,32,1
0,6,27,1,17,0,16,10,1
0,6,12,4,17,5,17,1,1
6,9,1,1,15,3,4,21,3
2,5,15,3,17,0,17,1,1
1,4,12,3,17,6,17,2,1
0,5,10,1,17,0,17,6,1
5,8,19,3,13,3,3,44,12
0,4,12,3,17,0,17,10,1
6,12,20,3,5,5,4,32,3
0,5,12,3,17,0,17,5,1
0,6,12,4,17,0,16,1,1
1,5,23,3,17,1,17,1,1
1,5,12,3,17,0,17,25,1
6,9,19,1,13,4,5,42,3
1,6,23,3,17,0,17,1,1
1,3,12,4,17,2,17,1,1
0,8,27,4,17,6,17,8,1
1,5,6,3,17,0,17,10,1
0,7,10,1,17,3,17,1,1
2,3,13,4,17,5,17,4,1
1,4,12,2,17,6,17,4,1
0,4,12,1,17,5,17,1,1
0,5,2,0,17,0,17,1,1
6,7,21,3,15,5,3,41,3
1,4,14,4,17,5,17,1,1
1,5,12,3,17,0,17,1,1
8,6,12,3,17,0,17,45,1
1,5,12,3,17,0,17,1,1
0,5,12,3,17,0,17,2,1
0,5,12,4,17,0,17,1,1
0,5,12,1,17,5,17,2,1
0,5,12,4,17,0,17,6,22
0,4,9,4,17,0,13,1,1
2,5,10,1,17,6,17,10,1
0,6,12,3,17,0,18,1,1
1,7,10,3,17,5,17,26,1
0,7,12,3,17,1,17,3,1
8,3,12,2,17,0,17,33,1
0,5,12,1,17,0,16,1,1
0,4,10,0,17,0,17,1,1
6,12,17,4,15,0,4,38,20
6,12,20,1,14,5,4,20,21
1,4,13,3,17,5,16,1,1
6,12,19,1,13,6,2,30,20
0,7,12,1,17,2,17,1,1
12,3,23,3,6,6,0,49,27
0,7,27,3,17,0,17,1,1
0,7,9,2,17,0,17,1,1
0,4,12,4,17,0,17,24,1
1,8,12,3,17,5,17,1,1
0,5,12,3,17,5,17,2,1
0,4,12,2,17,1,17,1,1
0,4,27,1,17,0,17,10,1
1,5,23,4,17,0,17,1,1
2,5,12,3,17,0,17,1,1
0,4,12,3,17,0,18,6,1
1,5,12,3,17,6,16,1,1
6,8,19,1,15,5,6,40,22
0,6,27,1,17,0,17,1,1
0,4,12,3,17,0,17,43,1
1,6,24,3,17,5,17,10,1
0,5,9,1,17,0,17,1,1
6,7,20,1,13,4,7,27,20
0,5,15,3,17,6,17,10,1
0,6,12,4,17,3,16,2,1
5,8,19,3,14,5,3,46,3
1,7,5,1,17,5,17,1,1
1,5,27,3,17,0,17,1,1
1,6,12,1,17,6,17,1,1
0,5,14,1,17,5,17,1,1
0,6,12,4,17,6,17,1,1
0,7,23,3,17,0,17,20,1
8,7,23,3,17,0,17,1,1
0,6,12,3,17,0,11,1,1
6,9,17,1,5,4,3,20,6
6,8,1,4,14,1,3,22,25
2,4,9,1,17,3,16,45,1
1,3,9,4,17,0,17,1,1
6,4,19,3,5,6,6,28,12
0,4,12,3,17,6,17,1,1
0,8,9,1,17,3,17,1,1
0,5,12,2,17,0,17,1,1
0,5,9,3,17,1,16,1,1
6,12,19,1,14,1,6,12,28
0,5,5,3,17,0,17,1,1
5,12,19,1,15,3,3,50,26
6,9,19,4,2,4,4,29,20
1,4,12,3,17,5,17,26,1
0,7,12,3,17,0,16,26,7
1,4,9,1,17,0,16,4,1
0,5,27,3,17,0,18,10,1
1,4,12,3,17,4,17,1,1
12,1,12,1,5,3,0,8,21
0,5,12,2,17,0,17,1,1
1,3,12,2,17,5,17,1,1
1,5,9,1,17,5,17,1,1
1,7,12,3,17,1,14,11,1
0,4,12,3,17,0,17,6,1
0,4,12,1,17,1,17,2,1
2,5,27,2,17,6,17,10,1
5,6,19,4,14,3,3,16,3
0,6,12,4,17,3,16,1,1
6,9,19,1,15,5,4,45,22
2,4,27,3,17,0,17,20,1
2,6,10,1,17,0,17,10,12
0,5,16,4,17,5,17,5,1
10,9,26,1,0,6,0,0,24
1,5,9,3,17,0,16,1,1
0,6,12,1,17,6,16,6,1
8,7,12,1,17,0,17,10,1
1,5,10,3,17,6,17,13,22
0,7,13,3,17,5,16,13,1
6,12,19,2,6,6,3,17,21
0,4,27,1,17,0,17,1,1
1,6,12,3,17,0,17,6,1
2,5,13,1,17,0,18,1,1
0,3,12,1,17,0,16,1,1
0,6,12,3,17,6,8,33,1
0,4,12,1,17,6,16,2,1
0,5,10,3,17,6,16,10,1
0,7,6,3,17,6,16,10,1
1,7,9,2,17,0,17,1,1
6,9,20,1,14,1,3,50,18
0,4,12,4,17,5,17,1,1
0,5,13,3,17,5,17,7,1
12,11,13,1,19,6,0,51,33
5,8,19,1,14,2,3,23,21
2,5,2,2,17,1,17,2,1
6,9,21,1,4,6,8,48,3
0,5,9,3,17,5,14,1,1
2,8,12,3,17,5,16,2,1
0,4,5,1,17,6,17,26,1
0,3,6,3,17,0,17,1,1
0,4,12,1,17,5,15,1,1
0,5,9,4,17,0,17,1,1
6,4,10,1,15,6,3,44,26
1,5,12,4,17,0,17,17,1
1,5,5,4,17,0,17,2,1
6,12,20,1,15,1,4,50,33
1,3,6,1,17,3,17,1,1
0,5,12,3,17,0,16,1,1
2,7,9,3,17,5,17,8,1
0,4,12,2,17,0,17,1,1
0,5,26,1,17,5,17,1,1
0,8,9,4,17,0,16,1,1
0,5,12,1,17,1,16,1,1
0,5,12,3,17,5,17,1,1
0,7,12,1,17,4,17,1,1
0,7,12,2,17,5,17,21,1
8,4,7,4,17,0,17,1,1
8,5,14,3,17,3,16,1,1
8,5,12,1,17,5,17,8,1
6,12,21,1,5,6,3,40,8
1,4,23,4,17,5,17,1,1
0,6,12,4,17,1,16,10,1
0,5,12,3,17,0,17,1,1
6,12,19,1,15,4,3,42,18
0,4,9,1,17,5,16,10,1
1,4,9,3,17,0,16,13,1
0,4,13,4,17,5,17,32,1
6,12,27,1,15,5,3,48,14
1,7,12,4,17,6,16,10,1
2,5,26,1,17,5,17,2,1
0,5,10,1,17,0,17,1,1
0,4,12,1,17,0,17,26,1
0,4,12,3,17,3,14,1,1
1,6,13,4,17,0,10,1,1
9,13,23,1,3,4,0,31,29
0,5,12,1,17,0,17,38,1
6,7,20,4,12,4,3,21,23
12,9,11,1,19,6,0,49,26
0,3,3,1,17,0,17,1,1
0,5,12,3,17,6,17,26,1
8,5,12,3,17,3,17,1,1
0,4,12,4,17,0,16,1,1
2,6,23,1,17,1,17,1,1
1,5,5,4,17,0,17,1,1
0,4,12,3,17,0,17,1,1
0,4,27,3,17,0,17,1,1
0,5,25,1,17,6,17,10,1
1,4,12,4,17,5,17,1,1
0,4,12,3,17,6,17,1,1
6,12,2,1,15,2,3,17,14
1,4,27,4,17,0,10,26,1
1,5,12,1,17,5,17,1,1
0,7,26,3,17,0,17,10,1
1,6,12,1,17,0,17,47,1
1,4,10,2,17,3,17,1,1
10,7,11,0,19,1,1,28,24
0,5,9,1,17,0,16,1,1
0,6,9,3,17,6,10,5,1
0,6,12,4,17,5,17,28,1
12,14,13,1,19,0,0,28,30
0,7,12,3,17,5,17,3,1
0,6,27,1,17,6,10,1,1
6,5,19,2,0,2,3,44,3
2,6,12,4,17,3,17,28,1
0,6,11,3,17,0,17,10,1
0,6,13,3,17,0,17,4,1
0,5,2,2,17,3,17,1,1
0,5,12,1,17,5,17,25,1
0,5,11,3,17,0,17,4,1
1,4,12,3,17,0,17,1,1
1,8,14,3,17,0,17,1,1
0,5,12,3,17,5,16,1,1
2,6,12,1,17,5,17,13,1
12,10,13,0,12,6,0,5,29
6,5,19,3,15,2,3,18,24
0,4,9,1,17,1,17,1,1
10,1,11,1,12,6,0,39,29
0,5,24,3,17,0,17,27,1
8,5,12,3,17,1,17,1,1
0,3,9,2,17,5,17,1,22
2,7,12,0,17,5,17,24,1
2,8,11,4,17,6,17,6,1
1,5,23,3,17,0,17,1,1
